#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD60AA
#Date Time: 2021-05-31 17:57:35.951
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.5 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 10 V Attenuation: 10 X
#Channel 2: Range: 5 V/div Offset: -15 V Attenuation: 10 X

Time (s),Channel 1 (V),Channel 2 (V)
-0.0242796875,-5.783504722229554,11.99244422683376
-0.0242734375,-5.770073582469506,11.99244422683376
-0.0242671875,-5.760000227649458,11.98906995270382
-0.0242609375,-5.749926872829417,11.98569567857388
-0.0242546875,-5.733137948129348,11.98906995270382
-0.0242484375,-5.723064593309307,11.98906995270382
-0.0242421875,-5.709633453549252,11.99244422683376
-0.0242359375,-5.696202313789197,11.98906995270382
-0.0242296875,-5.686128958969156,11.98906995270382
-0.0242234375,-5.679413389089128,11.98569567857388
-0.0242171875,-5.665982249329073,11.98906995270382
-0.0242109375,-5.649193324629004,11.98569567857388
-0.0242046875,-5.639119969808963,11.99244422683376
-0.0241984375,-5.625688830048908,11.98569567857388
-0.0241921875,-5.612257690288853,11.98232140444394
-0.0241859375,-5.602184335468811,11.98906995270382
-0.0241796875,-5.59211098064877,11.98906995270382
-0.0241734375,-5.575322055948697,11.98569567857388
-0.0241671875,-5.56524870112866,11.98569567857388
-0.0241609375,-5.558533131248633,11.98569567857388
-0.0241546875,-5.545101991488577,11.98569567857388
-0.0241484375,-5.531670851728522,11.98232140444394
-0.0241421875,-5.521597496908475,11.98232140444394
-0.0241359375,-5.508166357148427,11.98569567857388
-0.0241296875,-5.494735217388372,11.978947130314
-0.0241234375,-5.48466186256833,11.98232140444394
-0.0241171875,-5.471230722808275,11.978947130314
-0.0241109375,-5.461157367988226,11.98232140444394
-0.0241046875,-5.444368443288165,11.978947130314
-0.0240984375,-5.434295088468124,11.978947130314
-0.0240921875,-5.420863948708068,11.98232140444394
-0.0240859375,-5.407432808948013,11.98232140444394
-0.0240796875,-5.40071723906798,11.978947130314
-0.0240734375,-5.387286099307931,11.978947130314
-0.0240671875,-5.373854959547876,11.978947130314
-0.0240609375,-5.363781604727834,11.97557285618406
-0.0240546875,-5.35035046496778,11.97557285618406
-0.0240484375,-5.340277110147732,11.97557285618406
-0.0240421875,-5.326845970387684,11.978947130314
-0.0240359375,-5.316772615567642,11.97219858205412
-0.0240296875,-5.303341475807587,11.97219858205412
-0.0240234375,-5.289910336047532,11.97219858205412
-0.0240171875,-5.283194766167497,11.97557285618405
-0.0240109375,-5.266405841467436,11.96882430792418
-0.0240046875,-5.259690271587409,11.97219858205412
-0.0239984375,-5.24290134688734,11.97219858205412
-0.0239921875,-5.229470207127284,11.97219858205412
-0.0239859375,-5.216039067367223,11.96882430792418
-0.0239796875,-5.202607927607175,11.96882430792418
-0.0239734375,-5.192534572787133,11.97219858205412
-0.0239671875,-5.182461217967092,11.96882430792418
-0.0239609375,-5.17238786314705,11.96545003379424
-0.0239546875,-5.155598938446979,11.96545003379424
-0.0239484375,-5.148883368566954,11.97219858205412
-0.0239421875,-5.1354522288069,11.96207575966429
-0.0239359375,-5.122021089046845,11.96882430792418
-0.0239296875,-5.108589949286789,11.96545003379424
-0.0239234375,-5.101874379406754,11.96545003379424
-0.0239171875,-5.085085454706693,11.96545003379424
-0.0239109375,-5.075012099886652,11.96545003379424
-0.0239046875,-5.064938745066611,11.96207575966429
-0.0238984375,-5.051507605306555,11.96545003379424
-0.0238921875,-5.041434250486508,11.9620757596643
-0.0238859375,-5.028003110726459,11.96545003379424
-0.0238796875,-5.014571970966404,11.95870148553435
-0.0238734375,-5.001140831206349,11.96207575966429
-0.0238671875,-4.987709691446294,11.96207575966429
-0.0238609375,-4.977636336626248,11.95870148553436
-0.0238546875,-4.967562981806211,11.96207575966429
-0.0238484375,-4.954131842046157,11.95532721140441
-0.0238421875,-4.947416272166129,11.96207575966429
-0.0238359375,-4.933985132406074,11.95532721140441
-0.0238296875,-4.917196207706001,11.95870148553435
-0.0238234375,-4.907122852885964,11.95532721140441
-0.0238171875,-4.897049498065923,11.95870148553435
-0.0238109375,-4.883618358305868,11.95195293727447
-0.0238046875,-4.873545003485826,11.95532721140441
-0.0237984375,-4.863471648665789,11.95195293727447
-0.0237921875,-4.846682723965716,11.95532721140441
-0.0237859375,-4.833251584205661,11.94857866314453
-0.0237796875,-4.82317822938562,11.94857866314453
-0.0237734375,-4.809747089625565,11.95195293727447
-0.0237671875,-4.799673734805528,11.94520438901459
-0.0237609375,-4.789600379985482,11.95195293727447
-0.0237546875,-4.776169240225427,11.94857866314453
-0.0237484375,-4.762738100465373,11.95195293727447
-0.0237421875,-4.749306960705317,11.94857866314453
-0.0237359375,-4.742591390825292,11.94857866314453
-0.0237296875,-4.725802466125221,11.94520438901459
-0.0237234375,-4.71572911130518,11.95195293727447
-0.0237171875,-4.702297971545125,11.94520438901459
-0.0237109375,-4.692224616725084,11.94520438901459
-0.0237046875,-4.675435692025022,11.94520438901459
-0.0236984375,-4.668720122144987,11.94183011488465
-0.0236921875,-4.655288982384932,11.94183011488465
-0.0236859375,-4.641857842624877,11.94183011488465
-0.0236796875,-4.628426702864822,11.94183011488465
-0.0236734375,-4.618353348044785,11.94520438901459
-0.0236671875,-4.604922208284726,11.94183011488465
-0.0236609375,-4.591491068524671,11.93845584075471
-0.0236546875,-4.58141771370463,11.94183011488465
-0.0236484375,-4.571344358884589,11.94183011488465
-0.0236421875,-4.557913219124539,11.94183011488465
-0.0236359375,-4.541124294424464,11.93845584075471
-0.0236296875,-4.537766509484451,11.93845584075471
-0.0236234375,-4.524335369724396,11.93508156662477
-0.0236171875,-4.510904229964341,11.93508156662477
-0.0236109375,-4.497473090204291,11.9384558407547
-0.0236046875,-4.490757520324258,11.93508156662477
-0.0235984375,-4.473968595624189,11.93170729249482
-0.0235921875,-4.460537455864134,11.93170729249482
-0.0235859375,-4.450464101044093,11.93170729249482
-0.0235796875,-4.440390746224056,11.93170729249482
-0.0235734375,-4.426959606463996,11.93170729249482
-0.0235671875,-4.413528466703942,11.92833301836489
-0.0235609375,-4.4034551118839,11.93170729249482
-0.0235546875,-4.390023972123846,11.92833301836489
-0.0235484375,-4.379950617303808,11.93170729249482
-0.0235421875,-4.366519477543749,11.92833301836489
-0.0235359375,-4.353088337783694,11.92833301836489
-0.0235296875,-4.339657198023639,11.92495874423494
-0.0235234375,-4.332941628143612,11.92833301836489
-0.0235171875,-4.319510488383562,11.92833301836489
-0.0235109375,-4.306079348623501,11.92495874423494
-0.0235046875,-4.29600599380346,11.92495874423494
-0.0234984375,-4.285932638983419,11.92495874423494
-0.0234921875,-4.272501499223364,11.92833301836489
-0.0234859375,-4.259070359463315,11.921584470105
-0.0234796875,-4.245639219703254,11.921584470105
-0.0234734375,-4.235565864883212,11.92495874423494
-0.0234671875,-4.218776940183144,11.92495874423494
-0.0234609375,-4.212061370303116,11.91821019597506
-0.0234546875,-4.198630230543062,11.921584470105
-0.0234484375,-4.18855687572302,11.91821019597506
-0.0234421875,-4.175125735962965,11.91821019597506
-0.0234359375,-4.16169459620291,11.91483592184512
-0.0234296875,-4.154979026322883,11.91821019597506
-0.0234234375,-4.138190101622814,11.91483592184512
-0.0234171875,-4.124758961862758,11.91483592184512
-0.0234109375,-4.111327822102703,11.91483592184512
-0.0234046875,-4.104612252222676,11.91146164771518
-0.0233984375,-4.091181112462621,11.90808737358524
-0.0233921875,-4.084465542582594,11.90808737358524
-0.0233859375,-4.06767661788252,11.90808737358524
-0.0233796875,-4.057603263062483,11.90808737358524
-0.0233734375,-4.044172123302428,11.90808737358524
-0.0233671875,-4.030740983542374,11.9047130994553
-0.0233609375,-4.017309843782319,11.91146164771518
-0.0233546875,-4.007236488962272,11.9047130994553
-0.0233484375,-3.997163134142236,11.90808737358524
-0.0233421875,-3.983731994382181,11.90133882532536
-0.0233359375,-3.97365863956214,11.9047130994553
-0.0233296875,-3.960227499802085,11.90133882532536
-0.0233234375,-3.946796360042023,11.90133882532535
-0.0233171875,-3.933365220281974,11.89796455119541
-0.0233109375,-3.923291865461933,11.90133882532536
-0.0233046875,-3.909860725701878,11.89796455119541
-0.0232984375,-3.899787370881837,11.89796455119541
-0.0232921875,-3.886356231121775,11.89796455119542
-0.0232859375,-3.872925091361727,11.90133882532536
-0.0232796875,-3.859493951601672,11.89459027706547
-0.0232734375,-3.849420596781631,11.89459027706547
-0.0232671875,-3.839347241961589,11.89796455119541
-0.0232609375,-3.829273887141541,11.89459027706547
-0.0232546875,-3.815842747381493,11.89459027706547
-0.0232484375,-3.805769392561452,11.89121600293553
-0.0232421875,-3.792338252801397,11.89121600293553
-0.0232359375,-3.778907113041342,11.88784172880559
-0.0232296875,-3.768833758221294,11.88784172880559
-0.0232234375,-3.755402618461245,11.89121600293553
-0.0232171875,-3.745329263641204,11.89459027706547
-0.0232109375,-3.728540338941135,11.88446745467565
-0.0232046875,-3.718466984121094,11.89121600293553
-0.0231984375,-3.705035844361034,11.88784172880559
-0.0231921875,-3.694962489540997,11.89121600293553
-0.0231859375,-3.681531349780943,11.88446745467565
-0.0231796875,-3.671457994960901,11.88446745467565
-0.0231734375,-3.658026855200847,11.88446745467565
-0.0231671875,-3.651311285320813,11.88446745467565
-0.0231609375,-3.637880145560763,11.88109318054571
-0.0231546875,-3.624449005800709,11.88446745467565
-0.0231484375,-3.611017866040654,11.88446745467565
-0.0231421875,-3.604302296160626,11.88109318054571
-0.0231359375,-3.587513371460552,11.88109318054571
-0.0231296875,-3.574082231700502,11.88109318054571
-0.0231234375,-3.564008876880461,11.88109318054571
-0.0231171875,-3.55393552206042,11.87771890641577
-0.0231109375,-3.540504382300365,11.88109318054571
-0.0231046875,-3.527073242540306,11.87771890641577
-0.0230984375,-3.516999887720268,11.88109318054571
-0.0230921875,-3.506926532900227,11.87097035815589
-0.0230859375,-3.490137608200159,11.87771890641577
-0.0230796875,-3.480064253380117,11.87771890641577
-0.0230734375,-3.466633113620058,11.87434463228583
-0.0230671875,-3.456559758800021,11.87434463228583
-0.0230609375,-3.443128619039966,11.87434463228583
-0.0230546875,-3.429697479279911,11.87434463228583
-0.0230484375,-3.41962412445987,11.87097035815589
-0.0230421875,-3.406192984699821,11.87097035815589
-0.0230359375,-3.396119629879773,11.87097035815589
-0.0230296875,-3.382688490119718,11.86759608402595
-0.0230234375,-3.369257350359663,11.86422180989601
-0.0230171875,-3.359183995539622,11.86759608402595
-0.0230109375,-3.349110640719585,11.86759608402595
-0.0230046875,-3.335679500959525,11.86759608402595
-0.0229984375,-3.32224836119947,11.86422180989601
-0.0229921875,-3.308817221439416,11.86422180989601
-0.0229859375,-3.302101651559388,11.85747326163612
-0.0229796875,-3.285312726859327,11.86084753576606
-0.0229734375,-3.271881587099264,11.86084753576606
-0.0229671875,-3.265166017219236,11.86422180989601
-0.0229609375,-3.251734877459182,11.85747326163612
-0.0229546875,-3.241661522639141,11.85747326163612
-0.0229484375,-3.231588167819104,11.85747326163612
-0.0229421875,-3.218157028059045,11.85747326163612
-0.0229359375,-3.201368103358975,11.85409898750618
-0.0229296875,-3.18793696359892,11.85409898750618
-0.0229234375,-3.177863608778879,11.85747326163612
-0.0229171875,-3.164432469018831,11.85072471337624
-0.0229109375,-3.154359114198782,11.85409898750618
-0.0229046875,-3.144285759378741,11.8473504392463
-0.0228984375,-3.130854619618686,11.85409898750618
-0.0228921875,-3.120781264798645,11.8473504392463
-0.0228859375,-3.107350125038597,11.8473504392463
-0.0228796875,-3.097276770218549,11.8473504392463
-0.0228734375,-3.083845630458494,11.8473504392463
-0.0228671875,-3.070414490698439,11.8473504392463
-0.0228609375,-3.060341135878398,11.8473504392463
-0.0228546875,-3.043552211178337,11.84397616511636
-0.0228484375,-3.033478856358288,11.84397616511636
-0.0228421875,-3.023405501538246,11.84397616511636
-0.0228359375,-3.013332146718205,11.84060189098642
-0.0228296875,-2.99990100695815,11.84397616511636
-0.0228234375,-2.989827652138113,11.84060189098642
-0.0228171875,-2.976396512378054,11.84060189098642
-0.0228109375,-2.962965372617998,11.84060189098642
-0.0228046875,-2.952892017797957,11.83722761685648
-0.0227984375,-2.939460878037902,11.83722761685648
-0.0227921875,-2.929387523217866,11.83385334272654
-0.0227859375,-2.915956383457806,11.83385334272653
-0.0227796875,-2.902525243697751,11.83385334272653
-0.0227734375,-2.89245188887771,11.83385334272653
-0.0227671875,-2.879020749117655,11.83385334272653
-0.0227609375,-2.868947394297618,11.8304790685966
-0.0227546875,-2.855516254537559,11.8304790685966
-0.0227484375,-2.842085114777503,11.82710479446665
-0.0227421875,-2.828653975017448,11.8304790685966
-0.0227359375,-2.818580620197407,11.8304790685966
-0.0227296875,-2.80850726537737,11.82710479446665
-0.0227234375,-2.791718340677297,11.82373052033671
-0.0227171875,-2.785002770797269,11.82710479446665
-0.0227109375,-2.774929415977228,11.82373052033671
-0.0227046875,-2.758140491277159,11.82035624620677
-0.0226984375,-2.744709351517111,11.82035624620677
-0.0226921875,-2.734635996697063,11.82373052033671
-0.0226859375,-2.721204856937008,11.82035624620677
-0.0226796875,-2.711131502116967,11.81698197207683
-0.0226734375,-2.697700362356912,11.82035624620677
-0.0226671875,-2.690984792476884,11.81698197207683
-0.0226609375,-2.674195867776816,11.81698197207683
-0.0226546875,-2.664122512956775,11.81360769794689
-0.0226484375,-2.654049158136733,11.81360769794689
-0.0226421875,-2.640618018376678,11.81360769794689
-0.0226359375,-2.627186878616623,11.81360769794689
-0.0226296875,-2.617113523796582,11.81023342381695
-0.0226234375,-2.607040168976541,11.81360769794689
-0.0226171875,-2.590251244276471,11.81023342381695
-0.0226109375,-2.58017788945643,11.80685914968701
-0.0226046875,-2.566746749696375,11.81023342381695
-0.0225984375,-2.556673394876328,11.80685914968701
-0.0225921875,-2.543242255116279,11.80348487555707
-0.0225859375,-2.533168900296237,11.80685914968701
-0.0225796875,-2.519737760536183,11.80685914968701
-0.0225734375,-2.506306620776128,11.80685914968701
-0.0225671875,-2.496233265956082,11.80011060142713
-0.0225609375,-2.486159911136046,11.80011060142713
-0.0225546875,-2.47272877137599,11.80348487555707
-0.0225484375,-2.459297631615935,11.79673632729718
-0.0225421875,-2.449224276795894,11.79673632729718
-0.0225359375,-2.435793137035833,11.79336205316724
-0.0225296875,-2.422361997275784,11.79673632729718
-0.0225234375,-2.408930857515728,11.79336205316724
-0.0225171875,-2.398857502695687,11.79336205316724
-0.0225109375,-2.388784147875646,11.79336205316724
-0.0225046875,-2.375353008115587,11.79673632729718
-0.0224984375,-2.36527965329555,11.78661350490736
-0.0224921875,-2.351848513535495,11.7899877790373
-0.0224859375,-2.33841737377544,11.78661350490736
-0.0224796875,-2.324986234015385,11.78661350490736
-0.0224734375,-2.314912879195339,11.78323923077742
-0.0224671875,-2.304839524375303,11.78323923077742
-0.0224609375,-2.291408384615247,11.78323923077742
-0.0224546875,-2.281335029795206,11.78323923077742
-0.0224484375,-2.267903890035151,11.77649068251754
-0.0224421875,-2.257830535215104,11.77986495664748
-0.0224359375,-2.244399395455055,11.77649068251754
-0.0224296875,-2.234326040635014,11.77649068251754
-0.0224234375,-2.217537115934944,11.77649068251754
-0.0224171875,-2.207463761114903,11.77649068251754
-0.0224109375,-2.190674836414832,11.7731164083876
-0.0224046875,-2.183959266534807,11.7731164083876
-0.0223984375,-2.173885911714766,11.7731164083876
-0.0223921875,-2.16045477195471,11.76974213425766
-0.0223859375,-2.147023632194656,11.76974213425766
-0.0223796875,-2.133592492434598,11.76636786012772
-0.0223734375,-2.126876922554573,11.76974213425766
-0.0223671875,-2.116803567734532,11.76299358599777
-0.0223609375,-2.100014643034463,11.76299358599777
-0.0223546875,-2.086583503274408,11.75961931186783
-0.0223484375,-2.076510148454361,11.76299358599777
-0.0223421875,-2.063079008694312,11.75961931186783
-0.0223359375,-2.053005653874271,11.75961931186783
-0.0223296875,-2.042932299054229,11.75624503773789
-0.0223234375,-2.02614337435416,11.75961931186783
-0.0223171875,-2.016070019534115,11.75624503773789
-0.0223109375,-2.005996664714078,11.75624503773789
-0.0223046875,-1.992565524954022,11.75624503773789
-0.0222984375,-1.979134385193968,11.75287076360795
-0.0222921875,-1.969061030373927,11.74949648947801
-0.0222859375,-1.955629890613864,11.74949648947801
-0.0222796875,-1.942198750853816,11.75287076360795
-0.0222734375,-1.932125396033776,11.74949648947801
-0.0222671875,-1.922052041213734,11.74949648947801
-0.0222609375,-1.911978686393693,11.74274794121813
-0.0222546875,-1.895189761693632,11.74612221534807
-0.0222484375,-1.881758621933569,11.74274794121813
-0.0222421875,-1.875043052053542,11.74274794121813
-0.0222359375,-1.861611912293487,11.73937366708819
-0.0222296875,-1.851538557473445,11.73937366708819
